rank,disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
9978,OMIM:236100,Holoprosencephaly 1,OMIM,24,24,0,0,0,0,15,276,54,222,54,0,0,0.000902,0.004372,RANKABLE
9979,OMIM:616430,Combined oxidative phosphorylation deficiency 25,OMIM,25,25,0,0,0,0,14,300,42,258,42,0,0,0.000902,0.002073,RANKABLE
9980,OMIM:617760,"Myopathy, centronuclear, 6, with fiber-type disproportion",OMIM,20,20,0,0,0,0,9,190,139,51,139,0,0,0.000902,0.002550,RANKABLE
9981,ORPHA:101041,Familial hypofibrinogenemia,ORPHA,4,4,0,0,0,0,3,6,6,0,6,0,0,0.000902,0.001044,RANKABLE
9982,ORPHA:494541,Childhood-onset benign chorea with striatal involvement,ORPHA,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000902,0.001543,RANKABLE
9983,OMIM:153670,"Bernard-Soulier syndrome, type A2, autosomal dominant",OMIM,15,15,0,0,0,0,6,105,94,11,94,0,0,0.000901,0.001053,RANKABLE
9984,OMIM:601612,"Lung agenesis, congenital heart defects, and thumb anomalies syndrome",OMIM,7,7,0,0,0,0,5,21,9,12,9,0,0,0.000901,0.001534,RANKABLE
9985,OMIM:621106,"Tubulointerstitial kidney disease, autosomal dominant 6",OMIM,15,15,0,0,0,0,10,105,68,37,68,0,0,0.000901,0.004751,RANKABLE
9986,OMIM:618652,Neurooculocardiogenitourinary syndrome,OMIM,27,27,0,0,0,0,13,351,59,292,59,0,0,0.000901,0.004372,RANKABLE
9987,ORPHA:177926,Bleeding disorder in hemophilia A carriers,ORPHA,12,12,0,0,0,0,3,66,66,0,66,0,0,0.000901,0.001053,RANKABLE
9988,OMIM:185050,Storage pool platelet disease,OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000900,0.000954,RANKABLE
9989,OMIM:155100,Macrothrombocytopenia and granulocyte inclusions with or without nephritis or sensorineural hearing loss,OMIM,17,17,0,0,0,0,7,136,93,43,93,0,0,0.000900,0.001053,RANKABLE
9990,OMIM:188000,Thrombocytopenia 2,OMIM,6,6,0,0,0,0,3,15,15,0,15,0,0,0.000900,0.000955,RANKABLE
9991,ORPHA:329,Congenital factor XI deficiency,ORPHA,9,9,0,0,0,0,4,36,36,0,36,0,0,0.000900,0.001053,RANKABLE
9992,ORPHA:1598,Monosomy 18p syndrome,ORPHA,38,38,0,0,0,0,27,703,148,555,148,0,0,0.000900,0.004703,RANKABLE
9993,ORPHA:261323,21q22.11q22.12 microdeletion syndrome,ORPHA,59,59,0,0,0,0,26,1711,359,1352,359,0,0,0.000900,0.003811,RANKABLE
9994,OMIM:108950,Atrial tachyarrhythmia with short pr interval,OMIM,4,4,0,0,0,0,0,6,6,0,6,0,0,0.000899,0.001171,RANKABLE
9995,ORPHA:280224,"Pelizaeus-Merzbacher disease, transitional form",ORPHA,5,5,0,0,0,0,2,10,6,4,6,0,0,0.000899,0.001406,RANKABLE
9996,ORPHA:60039,Pudendal nerve entrapment syndrome,ORPHA,13,13,0,0,0,0,3,78,43,35,43,0,0,0.000899,0.001496,RANKABLE
9997,ORPHA:3339,Oculoectodermal syndrome,ORPHA,36,36,0,0,0,0,27,630,85,545,85,0,0,0.000899,0.004230,RANKABLE
9998,ORPHA:1344,Isolated atrial standstill,ORPHA,32,32,0,0,0,0,22,496,189,307,189,0,0,0.000899,0.006489,RANKABLE
9999,ORPHA:221061,Familial cerebral cavernous malformation,ORPHA,25,25,0,0,0,0,16,300,147,153,147,0,0,0.000899,0.002355,RANKABLE
10000,OMIM:616212,"Lissencephaly 6, with microcephaly",OMIM,30,30,0,0,0,0,17,435,176,259,176,0,0,0.000898,0.001842,RANKABLE
10001,DECIPHER:70,2p15-16.1 microdeletion syndrome,DECIPHER,10,10,0,0,0,0,6,45,9,36,9,0,0,0.000898,0.002027,RANKABLE
10002,OMIM:619074,"Cleft palate, proliferative retinopathy, and developmental delay",OMIM,20,20,0,0,0,0,14,190,40,150,40,0,0,0.000898,0.001770,RANKABLE
10003,OMIM:614009,"Bleeding disorder, platelet-type, 13, susceptibility to",OMIM,6,6,0,0,0,0,3,15,15,0,15,0,0,0.000898,0.001044,RANKABLE
10004,OMIM:617315,"Anterior segment dysgenesis 6, multiple subtypes",OMIM,5,5,0,0,0,0,4,10,10,0,10,0,0,0.000898,0.001036,RANKABLE
10005,OMIM:618086,Spermatogenic failure 28,OMIM,6,6,0,0,0,0,1,15,6,9,6,0,0,0.000898,0.001476,RANKABLE
10006,OMIM:615560,Otofaciocervical syndrome 2,OMIM,21,21,0,0,0,0,5,210,57,153,57,0,0,0.000898,0.003756,RANKABLE
10007,ORPHA:2067,GAPO syndrome,ORPHA,54,54,0,0,0,0,35,1431,307,1124,307,0,0,0.000898,0.003362,RANKABLE
10008,OMIM:602771,Rigid spine muscular dystrophy 1,OMIM,33,33,0,0,0,0,16,528,195,333,195,0,0,0.000897,0.004661,RANKABLE
10009,OMIM:619184,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 2",OMIM,39,39,0,0,0,0,24,741,201,540,201,0,0,0.000897,0.004372,RANKABLE
10010,OMIM:619694,Developmental delay with variable neurologic and brain abnormalities,OMIM,32,32,0,0,0,0,21,496,137,359,137,0,0,0.000897,0.002443,RANKABLE
10011,OMIM:234700,"Heart block, congenital",OMIM,7,7,0,0,0,0,4,21,21,0,21,0,0,0.000897,0.007076,RANKABLE
10012,OMIM:600251,"Facial clefting, oblique, 1",OMIM,7,7,0,0,0,0,5,21,5,16,5,0,0,0.000897,0.001834,RANKABLE
10013,ORPHA:2576,Mulibrey nanism,ORPHA,9,9,0,0,0,0,5,36,7,29,7,0,0,0.000897,0.001535,RANKABLE
10014,OMIM:208155,Arthrogryposis multiplex congenita with whistling face,OMIM,9,9,0,0,0,0,4,36,4,32,4,0,0,0.000896,0.001456,RANKABLE
10015,ORPHA:1705,Distal duplication 14q syndrome,ORPHA,10,10,0,0,0,0,10,45,2,43,2,0,0,0.000896,0.001048,RANKABLE
10016,OMIM:605130,Wiedemann-Steiner syndrome,OMIM,74,74,0,0,0,0,36,2701,682,2019,682,0,0,0.000895,0.004703,RANKABLE
10017,OMIM:613780,"Aortic aneurysm, familial thoracic 7",OMIM,5,5,0,0,0,0,2,10,6,4,6,0,0,0.000895,0.001050,RANKABLE
10018,OMIM:306980,Hirschsprung disease with type D brachydactyly,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.000895,0.000895,RANKABLE
10019,OMIM:300676,"Intellectual developmental disorder, X-linked syndromic 14",OMIM,23,23,0,0,0,0,11,253,66,187,66,0,0,0.000895,0.001933,RANKABLE
10020,ORPHA:352577,Bainbridge-Ropers syndrome,ORPHA,41,41,0,0,0,0,19,820,263,557,263,0,0,0.000895,0.004372,RANKABLE
10021,ORPHA:217340,17q21.31 microduplication syndrome,ORPHA,25,25,0,0,0,0,15,300,97,203,97,0,0,0.000895,0.004372,RANKABLE
10022,OMIM:619356,"Onychodystrophy, osteodystrophy, impaired intellectual development, and seizures syndrome",OMIM,27,27,0,0,0,0,15,351,75,276,75,0,0,0.000894,0.003756,RANKABLE
10023,OMIM:618462,"Bleeding disorder, platelet-type, 22",OMIM,9,9,0,0,0,0,3,36,36,0,36,0,0,0.000894,0.001053,RANKABLE
10024,OMIM:619087,Noonan syndrome 13,OMIM,67,67,0,0,0,0,31,2211,493,1718,493,0,0,0.000894,0.004703,RANKABLE
10025,OMIM:615502,"Intellectual developmental disorder, autosomal dominant 21",OMIM,119,119,0,0,0,0,63,7021,1724,5297,1724,2,0,0.000894,0.024440,RANKABLE
10026,OMIM:616784,Joubert syndrome 26,OMIM,16,16,0,0,0,0,11,120,22,98,22,0,0,0.000894,0.002704,RANKABLE
10027,ORPHA:171829,6q16 microdeletion syndrome,ORPHA,32,32,0,0,0,0,17,496,123,373,123,0,0,0.000894,0.004623,RANKABLE
10028,ORPHA:2560,Moebius syndrome-axonal neuropathy-hypogonadotropic hypogonadism syndrome,ORPHA,15,15,0,0,0,0,9,105,25,80,25,0,0,0.000894,0.002399,RANKABLE
10029,ORPHA:434179,Orofaciodigital syndrome type 14,ORPHA,42,42,0,0,0,0,20,861,261,600,261,0,0,0.000894,0.004372,RANKABLE
10030,ORPHA:1373,Cataract-aberrant oral frenula-growth delay syndrome,ORPHA,10,10,0,0,0,0,6,45,5,40,5,0,0,0.000894,0.001616,RANKABLE
10031,ORPHA:1327,"Camptodactyly syndrome, Guadalajara type 1",ORPHA,47,47,0,0,0,0,25,1081,383,698,383,0,0,0.000894,0.004372,RANKABLE
10032,ORPHA:445062,Juvenile-onset diabetes mellitus-central and peripheral neurodegeneration syndrome,ORPHA,15,15,0,0,0,0,9,105,56,49,56,0,0,0.000894,0.001614,RANKABLE
10033,OMIM:612300,"Hemolytic anemia, CD59-mediated, with or without immune-mediated polyneuropathy",OMIM,10,10,0,0,0,0,7,45,13,32,13,0,0,0.000893,0.002079,RANKABLE
10034,OMIM:617073,"Tooth agenesis, selective, 8",OMIM,5,5,0,0,0,0,4,10,6,4,6,0,0,0.000893,0.002584,RANKABLE
10035,ORPHA:101016,Romano-Ward syndrome,ORPHA,12,12,0,0,0,0,7,66,31,35,31,0,0,0.000893,0.001692,RANKABLE
10036,ORPHA:252183,Neurofibroma,ORPHA,26,26,0,0,0,0,12,325,158,167,158,0,0,0.000893,0.003053,RANKABLE
10037,OMIM:620852,"Neurodevelopemental disorder with hypotonia, feeding difficulties, facial dysmorphism, and brain abnormalities",OMIM,65,65,0,0,0,0,38,2080,350,1730,350,1,0,0.000892,0.010172,RANKABLE
10038,OMIM:244200,Hypogonadotropic hypogonadism 3 with or without anosmia,OMIM,17,17,0,0,0,0,10,136,27,109,27,0,0,0.000892,0.001879,RANKABLE
10039,OMIM:175900,"Porokeratosis 3, multiple types",OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.000892,0.000916,RANKABLE
10040,ORPHA:33208,Idiopathic hypersomnia,ORPHA,11,11,0,0,0,0,6,55,55,0,55,0,0,0.000892,0.000980,RANKABLE
10041,OMIM:621179,"Diarrhea 15, congenital ",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000891,0.000891,RANKABLE
10042,OMIM:619877,Dentici-Novelli neurodevelopmental syndrome,OMIM,26,26,0,0,0,0,13,325,91,234,91,0,0,0.000891,0.001954,RANKABLE
10043,OMIM:617877,"Short stature, facial dysmorphism, and skeletal anomalies with or without cardiac anomalies 1",OMIM,39,39,0,0,0,0,15,741,174,567,174,0,0,0.000891,0.001996,RANKABLE
10044,OMIM:621160,"Diarrhea 14, congenital ",OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.000891,0.000891,RANKABLE
10045,ORPHA:458798,Spinocerebellar ataxia type 41,ORPHA,3,3,0,0,0,0,1,3,3,0,3,0,0,0.000891,0.001247,RANKABLE
