disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
ORPHA:444072,Cerebellar-facial-dental syndrome,ORPHA,52,52,0,0,0,0,27,1326,266,1060,266,0,0,0.000971,0.003756,RANKABLE
ORPHA:101023,Cleft hard palate,ORPHA,5,5,0,0,0,0,4,10,1,9,1,0,0,0.000974,0.000974,RANKABLE
ORPHA:33,Isovaleric acidemia,ORPHA,29,29,0,0,0,0,23,406,115,291,115,10,2,0.005298,0.158363,RANKABLE
ORPHA:97230,Solar urticaria,ORPHA,16,16,0,0,0,0,13,120,18,102,18,0,0,0.001506,0.006293,RANKABLE
ORPHA:178464,Hereditary myopathy with early respiratory failure,ORPHA,24,24,0,0,0,0,8,276,147,129,147,0,0,0.000742,0.009109,RANKABLE
ORPHA:38,Acrokeratoelastoidosis of Costa,ORPHA,12,12,0,0,0,0,6,66,47,19,47,0,0,0.002209,0.006714,RANKABLE
ORPHA:101029,Sub-cortical nodular heterotopia,ORPHA,15,15,0,0,0,0,15,105,81,24,81,0,0,0.001043,0.002505,RANKABLE
ORPHA:171829,6q16 microdeletion syndrome,ORPHA,32,32,0,0,0,0,17,496,123,373,123,0,0,0.000894,0.004623,RANKABLE
ORPHA:99889,Cushing syndrome due to ectopic ACTH secretion,ORPHA,81,81,0,0,0,0,45,3240,620,2620,620,52,23,0.014589,0.442908,RANKABLE
ORPHA:330064,Chronic actinic dermatitis,ORPHA,12,12,0,0,0,0,7,66,58,8,58,8,0,0.005931,0.042788,RANKABLE
ORPHA:99885,Isolated permanent neonatal diabetes mellitus,ORPHA,34,34,0,0,0,0,25,561,91,470,91,0,0,0.001693,0.007731,RANKABLE
ORPHA:97229,Riboflavin transporter deficiency,ORPHA,35,35,0,0,0,0,32,595,172,423,172,0,0,0.001219,0.002751,RANKABLE
ORPHA:99886,Transient neonatal diabetes mellitus,ORPHA,21,21,0,0,0,0,15,210,27,183,27,0,0,0.001319,0.002681,RANKABLE
ORPHA:332,Congenital intrinsic factor deficiency,ORPHA,16,16,0,0,0,0,9,120,22,98,22,3,2,0.028087,0.446972,RANKABLE
ORPHA:331,Congenital factor XIII deficiency,ORPHA,25,25,0,0,0,0,8,300,197,103,197,1,0,0.001117,0.020359,RANKABLE
ORPHA:101016,Romano-Ward syndrome,ORPHA,12,12,0,0,0,0,7,66,31,35,31,0,0,0.000893,0.001692,RANKABLE
ORPHA:370968,Congenital muscular dystrophy with intellectual disability,ORPHA,43,43,0,0,0,0,30,903,312,591,312,2,1,0.001768,0.189722,RANKABLE
ORPHA:334,Hereditary atrial fibrillation,ORPHA,11,11,0,0,0,0,8,55,10,45,10,0,0,0.001207,0.001481,RANKABLE
ORPHA:333,Farber disease,ORPHA,70,70,0,0,0,0,54,2415,299,2116,299,17,1,0.003353,0.140055,RANKABLE
ORPHA:101010,Autosomal spastic paraplegia type 30,ORPHA,15,15,0,0,0,0,9,105,75,30,75,0,0,0.001141,0.002539,RANKABLE
ORPHA:494344,RERE-related neurodevelopmental syndrome,ORPHA,52,52,0,0,0,0,42,1326,234,1092,234,4,0,0.001500,0.027740,RANKABLE
ORPHA:101011,Autosomal dominant spastic paraplegia type 31,ORPHA,17,17,0,0,0,0,12,136,78,58,78,3,0,0.001568,0.010785,RANKABLE
ORPHA:330,Congenital factor XII deficiency,ORPHA,8,8,0,0,0,0,4,28,11,17,11,0,0,0.001618,0.009847,RANKABLE
ORPHA:99880,Hyperparathyroidism-jaw tumor syndrome,ORPHA,34,34,0,0,0,0,21,561,125,436,125,10,0,0.002664,0.027140,RANKABLE
ORPHA:457359,Megalencephaly-severe kyphoscoliosis-overgrowth syndrome,ORPHA,54,54,0,0,0,0,23,1431,350,1081,350,0,0,0.000923,0.003756,RANKABLE
ORPHA:40366,Acitretin/etretinate embryopathy,ORPHA,26,26,0,0,0,0,17,325,79,246,79,0,0,0.000838,0.002652,RANKABLE
ORPHA:457351,Microcephaly-intellectual disability-sensorineural hearing loss-epilepsy-abnormal muscle tone syndrome,ORPHA,50,50,0,0,0,0,29,1225,462,763,462,0,0,0.001116,0.003756,RANKABLE
ORPHA:329,Congenital factor XI deficiency,ORPHA,9,9,0,0,0,0,4,36,36,0,36,0,0,0.000900,0.001053,RANKABLE
ORPHA:137935,Airway infantile hemangioma,ORPHA,13,13,0,0,0,0,12,78,17,61,17,0,0,0.000590,0.000841,RANKABLE
ORPHA:99879,Familial isolated hyperparathyroidism,ORPHA,13,13,0,0,0,0,6,78,21,57,21,1,0,0.002226,0.010972,RANKABLE
ORPHA:97214,Eisenmenger syndrome,ORPHA,58,58,0,0,0,0,37,1653,413,1240,413,3,0,0.001125,0.031624,RANKABLE
ORPHA:328,Congenital factor X deficiency,ORPHA,19,19,0,0,0,0,4,171,123,48,123,0,0,0.001011,0.003689,RANKABLE
ORPHA:325,Congenital factor II deficiency,ORPHA,19,19,0,0,0,0,5,171,138,33,138,1,0,0.001030,0.015216,RANKABLE
ORPHA:324,Fabry disease,ORPHA,76,76,0,0,0,0,60,2850,335,2515,335,23,0,0.002366,0.026534,RANKABLE
ORPHA:73246,Visceral neuropathy-brain anomalies-facial dysmorphism-developmental delay syndrome,ORPHA,25,25,0,0,0,0,13,300,56,244,56,1,0,0.001602,0.023016,RANKABLE
ORPHA:327,Congenital factor VII deficiency,ORPHA,12,12,0,0,0,0,5,66,46,20,46,0,0,0.000989,0.001514,RANKABLE
ORPHA:73245,Spinal muscular atrophy-Dandy-Walker malformation-cataracts syndrome,ORPHA,7,7,0,0,0,0,4,21,11,10,11,0,0,0.003215,0.009840,RANKABLE
ORPHA:326,Congenital factor V deficiency,ORPHA,19,19,0,0,0,0,5,171,123,48,123,0,0,0.000936,0.001053,RANKABLE
ORPHA:101003,Autosomal recessive spastic paraplegia type 23,ORPHA,14,14,0,0,0,0,9,91,19,72,19,0,0,0.001666,0.007406,RANKABLE
ORPHA:321,Multiple osteochondromas,ORPHA,56,56,0,0,0,0,38,1540,705,835,705,3,0,0.002141,0.057427,RANKABLE
ORPHA:3191,Subaortic stenosis-short stature syndrome,ORPHA,26,26,0,0,0,0,19,325,34,291,34,0,0,0.001186,0.003304,RANKABLE
ORPHA:13,6-pyruvoyl-tetrahydropterin synthase deficiency,ORPHA,31,31,0,0,0,0,21,465,286,179,286,0,0,0.001414,0.004703,RANKABLE
ORPHA:101004,Autosomal recessive spastic paraplegia type 24,ORPHA,7,7,0,0,0,0,5,21,15,6,15,0,0,0.001093,0.001657,RANKABLE
ORPHA:320,Apparent mineralocorticoid excess,ORPHA,16,16,0,0,0,0,12,120,19,101,19,0,0,0.001211,0.004694,RANKABLE
ORPHA:14,Abetalipoproteinemia,ORPHA,63,63,0,0,0,0,40,1953,285,1668,285,39,21,0.013478,0.155722,RANKABLE
ORPHA:101005,Autosomal recessive spastic paraplegia type 25,ORPHA,13,13,0,0,0,0,8,78,28,50,28,0,0,0.001262,0.001964,RANKABLE
ORPHA:3193,Supravalvular aortic stenosis,ORPHA,7,7,0,0,0,0,5,21,15,6,15,0,0,0.001473,0.001498,RANKABLE
ORPHA:101006,Autosomal recessive spastic paraplegia type 26,ORPHA,22,22,0,0,0,0,15,231,98,133,98,0,0,0.001079,0.002451,RANKABLE
ORPHA:15,Achondroplasia,ORPHA,39,39,0,0,0,0,21,741,330,411,330,0,0,0.001597,0.002367,RANKABLE
ORPHA:322,Exstrophy-epispadias complex,ORPHA,40,40,0,0,0,0,25,780,326,454,326,12,11,0.013952,0.690463,RANKABLE
ORPHA:73263,Zygomycosis,ORPHA,76,76,0,0,0,0,58,2850,550,2300,550,258,52,0.038420,0.721872,RANKABLE
ORPHA:3194,Corneodermatoosseous syndrome,ORPHA,20,20,0,0,0,0,14,190,38,152,38,2,0,0.003278,0.038367,RANKABLE
ORPHA:101000,Autosomal recessive spastic paraplegia type 20,ORPHA,52,52,0,0,0,0,37,1326,459,867,459,1,0,0.001461,0.025921,RANKABLE
ORPHA:10,"48,XXYY syndrome",ORPHA,61,61,0,0,0,0,43,1830,283,1547,283,4,0,0.001630,0.037980,RANKABLE
ORPHA:3196,Steroid dehydrogenase deficiency-dental anomalies syndrome,ORPHA,4,4,0,0,0,0,4,6,3,3,3,0,0,0.001739,0.002522,RANKABLE
ORPHA:101001,Autosomal recessive spastic paraplegia type 21,ORPHA,18,18,0,0,0,0,16,153,137,16,137,0,0,0.001248,0.001681,RANKABLE
ORPHA:11,Pentasomy X syndrome,ORPHA,22,22,0,0,0,0,16,231,58,173,58,0,0,0.001570,0.004372,RANKABLE
ORPHA:444051,20q11.2 microdeletion syndrome,ORPHA,19,19,0,0,0,0,11,171,31,140,31,0,0,0.001339,0.002169,RANKABLE
ORPHA:3197,Hereditary hyperekplexia,ORPHA,21,21,0,0,0,0,18,210,95,115,95,4,0,0.002519,0.039871,RANKABLE
ORPHA:16,Blue cone monochromatism,ORPHA,12,12,0,0,0,0,9,66,66,0,66,0,0,0.001004,0.002338,RANKABLE
ORPHA:101007,Autosomal recessive spastic paraplegia type 27,ORPHA,9,9,0,0,0,0,5,36,21,15,21,0,0,0.001395,0.001543,RANKABLE
ORPHA:101008,Autosomal recessive spastic paraplegia type 28,ORPHA,13,13,0,0,0,0,8,78,46,32,46,0,0,0.001294,0.001864,RANKABLE
ORPHA:87884,Rare non-syndromic genetic deafness,ORPHA,13,13,0,0,0,0,6,78,66,12,66,0,0,0.000751,0.000929,RANKABLE
ORPHA:17,Fatal infantile lactic acidosis with methylmalonic aciduria,ORPHA,64,64,0,0,0,0,47,2016,371,1645,371,4,0,0.001738,0.024440,RANKABLE
ORPHA:101009,Autosomal dominant spastic paraplegia type 29,ORPHA,14,14,0,0,0,0,11,91,23,68,23,1,0,0.001916,0.015301,RANKABLE
ORPHA:18,Distal renal tubular acidosis,ORPHA,38,38,0,0,0,0,21,703,167,536,167,1,1,0.004055,0.402464,RANKABLE
ORPHA:457365,Intellectual disability-muscle weakness-short stature-facial dysmorphism syndrome,ORPHA,24,24,0,0,0,0,12,276,59,217,59,0,0,0.000940,0.004703,RANKABLE
ORPHA:3198,Stiff person spectrum disorder,ORPHA,30,30,0,0,0,0,16,435,82,353,82,1,0,0.001638,0.025921,RANKABLE
ORPHA:370980,Congenital muscular dystrophy without intellectual disability,ORPHA,26,26,0,0,0,0,18,325,159,166,159,0,0,0.000913,0.002805,RANKABLE
ORPHA:318,Acute erythroid leukemia,ORPHA,9,9,0,0,0,0,2,36,36,0,36,0,0,0.000869,0.000950,RANKABLE
ORPHA:99867,Thymoma,ORPHA,37,37,0,0,0,0,30,666,129,537,129,49,0,0.014979,0.085485,RANKABLE
ORPHA:317,Erythrokeratodermia variabilis,ORPHA,29,29,0,0,0,0,24,406,117,289,117,0,0,0.001577,0.003331,RANKABLE
ORPHA:99868,Thymic carcinoma,ORPHA,13,13,0,0,0,0,11,78,7,71,7,0,0,0.001627,0.004684,RANKABLE
ORPHA:3199,Stimmler syndrome,ORPHA,9,9,0,0,0,0,8,36,8,28,8,0,0,0.001217,0.002592,RANKABLE
ORPHA:314,Erythroderma desquamativum,ORPHA,4,4,0,0,0,0,4,6,1,5,1,1,0,0.039616,0.039616,RANKABLE
ORPHA:313,Lamellar ichthyosis,ORPHA,21,21,0,0,0,0,17,210,49,161,49,7,1,0.007282,0.127532,RANKABLE
ORPHA:316,Progressive symmetric erythrokeratodermia,ORPHA,3,3,0,0,0,0,2,3,3,0,3,0,0,0.004624,0.006880,RANKABLE
ORPHA:141184,Rapidly involuting congenital hemangioma,ORPHA,13,13,0,0,0,0,7,78,41,37,41,0,0,0.000427,0.001713,RANKABLE
ORPHA:485405,16p12.1p12.3 triplication syndrome,ORPHA,44,44,0,0,0,0,21,946,166,780,166,0,0,0.000947,0.003755,RANKABLE
ORPHA:73256,Central neurocytoma,ORPHA,19,19,0,0,0,0,13,171,92,79,92,0,0,0.001110,0.001685,RANKABLE
ORPHA:315,Erythrokeratoderma ''en cocardes'',ORPHA,5,5,0,0,0,0,5,10,7,3,7,0,0,0.002547,0.006902,RANKABLE
ORPHA:3180,Spondylocamptodactyly syndrome,ORPHA,3,3,0,0,0,0,3,3,3,0,3,0,0,0.001841,0.002101,RANKABLE
ORPHA:97283,Somatostatinoma,ORPHA,35,35,0,0,0,0,19,595,244,351,244,36,0,0.006317,0.057427,RANKABLE
ORPHA:3181,Sprengel deformity,ORPHA,6,6,0,0,0,0,5,15,12,3,12,0,0,0.001131,0.002021,RANKABLE
ORPHA:97282,VIPoma,ORPHA,40,40,0,0,0,0,23,780,235,545,235,20,0,0.004727,0.028879,RANKABLE
ORPHA:97287,Bronchial neuroendocrine tumor,ORPHA,31,31,0,0,0,0,15,465,85,380,85,9,0,0.003420,0.026571,RANKABLE
ORPHA:97286,Carney-Stratakis syndrome,ORPHA,10,10,0,0,0,0,9,45,15,30,15,9,0,0.019697,0.057427,RANKABLE
ORPHA:3186,Holoprosencephaly-radial heart renal anomalies syndrome,ORPHA,27,27,0,0,0,0,20,351,66,285,66,0,0,0.001602,0.003246,RANKABLE
ORPHA:97285,Thyroid lymphoma,ORPHA,14,14,0,0,0,0,12,91,13,78,13,1,0,0.002732,0.027248,RANKABLE
ORPHA:369950,Intellectual disability-seizures-macrocephaly-obesity syndrome,ORPHA,50,50,0,0,0,0,32,1225,198,1027,198,0,0,0.000766,0.006103,RANKABLE
ORPHA:171863,Autosomal dominant spastic paraplegia type 42,ORPHA,13,13,0,0,0,0,8,78,50,28,50,0,0,0.001697,0.009897,RANKABLE
ORPHA:97280,Glucagonoma,ORPHA,42,42,0,0,0,0,24,861,235,626,235,47,0,0.007823,0.060967,RANKABLE
ORPHA:90646,Deafness-hypogonadism syndrome,ORPHA,18,18,0,0,0,0,11,153,27,126,27,2,0,0.004548,0.055860,RANKABLE
ORPHA:90647,Jervell and Lange-Nielsen syndrome,ORPHA,11,11,0,0,0,0,4,55,14,41,14,0,0,0.001114,0.001694,RANKABLE
ORPHA:3189,Congenital pulmonary valvar stenosis,ORPHA,3,3,0,0,0,0,3,3,1,2,1,0,0,0.000591,0.000591,RANKABLE
ORPHA:97279,Insulinoma,ORPHA,34,34,0,0,0,0,23,561,179,382,179,0,0,0.001407,0.004561,RANKABLE
ORPHA:97278,PPoma,ORPHA,32,32,0,0,0,0,19,496,248,248,248,31,0,0.005826,0.057427,RANKABLE
ORPHA:330012,High altitude pulmonary edema,ORPHA,21,21,0,0,0,0,17,210,49,161,49,0,0,0.000882,0.002259,RANKABLE
ORPHA:330015,Lead poisoning,ORPHA,60,60,0,0,0,0,46,1770,317,1453,317,18,4,0.004473,0.151310,RANKABLE
ORPHA:369942,CADDS,ORPHA,17,17,0,0,0,0,16,136,19,117,19,2,0,0.002129,0.011201,RANKABLE
ORPHA:370959,Congenital muscular dystrophy with cerebellar involvement,ORPHA,47,47,0,0,0,0,35,1081,450,631,450,0,0,0.001179,0.003756,RANKABLE
ORPHA:3173,Infantile spasms-broad thumbs syndrome,ORPHA,15,15,0,0,0,0,12,105,26,79,26,0,0,0.000998,0.002169,RANKABLE
ORPHA:3175,X-linked spasticity-intellectual disability-epilepsy syndrome,ORPHA,7,7,0,0,0,0,7,21,12,9,12,0,0,0.001094,0.001675,RANKABLE
ORPHA:171876,Generalized pseudohypoaldosteronism type 1,ORPHA,22,22,0,0,0,0,14,231,31,200,31,10,0,0.009280,0.042182,RANKABLE
ORPHA:85288,"X-linked intellectual disability, Stocco Dos Santos type",ORPHA,17,17,0,0,0,0,11,136,15,121,15,0,0,0.001581,0.004006,RANKABLE
ORPHA:280195,Septopreoptic holoprosencephaly,ORPHA,24,24,0,0,0,0,19,276,135,141,135,1,0,0.001408,0.023783,RANKABLE
ORPHA:85295,"HSD10 disease, atypical type",ORPHA,3,3,0,0,0,0,3,3,3,0,3,0,0,0.001342,0.001685,RANKABLE
ORPHA:85297,X-linked spinocerebellar ataxia type 3,ORPHA,6,6,0,0,0,0,6,15,2,13,2,0,0,0.001571,0.001605,RANKABLE
ORPHA:85292,X-linked spinocerebellar ataxia type 4,ORPHA,7,7,0,0,0,0,6,21,21,0,21,0,0,0.001454,0.001655,RANKABLE
ORPHA:85293,"X-linked intellectual disability, Cabezas type",ORPHA,49,49,0,0,0,0,26,1176,296,880,296,0,0,0.001270,0.008019,RANKABLE
ORPHA:85294,X-linked epilepsy-learning disabilities-behavior disorders syndrome,ORPHA,4,4,0,0,0,0,4,6,3,3,3,0,0,0.001646,0.001694,RANKABLE
ORPHA:171866,"Spondyloepimetaphyseal dysplasia, aggrecan type",ORPHA,16,16,0,0,0,0,8,120,52,68,52,0,0,0.001497,0.001993,RANKABLE
ORPHA:3176,Spina bifida-hypospadias syndrome,ORPHA,3,3,0,0,0,0,3,3,1,2,1,0,0,0.000059,0.000059,RANKABLE
ORPHA:3177,Spinocerebellar degeneration-corneal dystrophy syndrome,ORPHA,9,9,0,0,0,0,6,36,18,18,18,0,0,0.001004,0.001632,RANKABLE
ORPHA:330021,Mercury poisoning,ORPHA,21,21,0,0,0,0,14,210,36,174,36,0,0,0.001087,0.001694,RANKABLE
ORPHA:85290,"X-linked intellectual disability, Wilson type",ORPHA,16,16,0,0,0,0,9,120,33,87,33,0,0,0.000827,0.001672,RANKABLE
ORPHA:97261,GRFoma,ORPHA,38,38,0,0,0,0,23,703,314,389,314,33,0,0.005129,0.057427,RANKABLE
ORPHA:370924,STT3B-CDG,ORPHA,17,17,0,0,0,0,15,136,18,118,18,0,0,0.001318,0.004372,RANKABLE
ORPHA:3162,Sézary syndrome,ORPHA,29,29,0,0,0,0,24,406,83,323,83,24,0,0.010661,0.053719,RANKABLE
ORPHA:370927,SSR4-CDG,ORPHA,28,28,0,0,0,0,24,378,50,328,50,3,0,0.002246,0.024440,RANKABLE
ORPHA:3163,SHORT syndrome,ORPHA,37,37,0,0,0,0,23,666,150,516,150,0,0,0.001004,0.003246,RANKABLE
ORPHA:3164,"Omphalocele syndrome, Shprintzen-Goldberg type",ORPHA,21,21,0,0,0,0,6,210,48,162,48,2,0,0.002024,0.023567,RANKABLE
ORPHA:583097,Congenital infiltrating lipomatosis of the face,ORPHA,20,20,0,0,0,0,9,190,76,114,76,0,0,0.000707,0.002436,RANKABLE
ORPHA:178475,Wound botulism,ORPHA,15,15,0,0,0,0,12,105,18,87,18,1,0,0.002532,0.025921,RANKABLE
ORPHA:85277,"X-linked intellectual disability, Cantagrel type",ORPHA,18,18,0,0,0,0,11,153,49,104,49,0,0,0.001126,0.003811,RANKABLE
ORPHA:178478,Infant botulism,ORPHA,28,28,0,0,0,0,19,378,61,317,61,7,0,0.003871,0.031757,RANKABLE
ORPHA:85278,Christianson syndrome,ORPHA,49,49,0,0,0,0,32,1176,397,779,397,17,0,0.002130,0.027740,RANKABLE
ORPHA:85279,KDM5C-related syndromic X-linked intellectual disability,ORPHA,25,25,0,0,0,0,16,300,69,231,69,0,0,0.001535,0.008019,RANKABLE
ORPHA:85284,BRESEK syndrome,ORPHA,28,28,0,0,0,0,21,378,59,319,59,0,0,0.000916,0.003756,RANKABLE
ORPHA:457395,Progressive spondyloepimetaphyseal dysplasia-short stature-short fourth metatarsals-intellectual disability syndrome,ORPHA,73,73,0,0,0,0,39,2628,1201,1427,1201,0,0,0.001636,0.004661,RANKABLE
ORPHA:171839,Craniosynostosis-hydrocephalus-Arnold-Chiari malformation type I-radioulnar synostosis syndrome,ORPHA,41,41,0,0,0,0,24,820,213,607,213,0,0,0.001061,0.002322,RANKABLE
ORPHA:85285,"X-linked intellectual disability, Schimke type",ORPHA,26,26,0,0,0,0,14,325,70,255,70,0,0,0.001039,0.004372,RANKABLE
ORPHA:85286,"X-linked intellectual disability, Shashi type",ORPHA,12,12,0,0,0,0,9,66,18,48,18,0,0,0.000755,0.004006,RANKABLE
ORPHA:85287,"X-linked intellectual disability, Siderius type",ORPHA,12,12,0,0,0,0,4,66,18,48,18,0,0,0.000566,0.001905,RANKABLE
ORPHA:85280,X-linked intellectual disability-cubitus valgus-dysmorphism syndrome,ORPHA,17,17,0,0,0,0,8,136,37,99,37,0,0,0.000879,0.001842,RANKABLE
ORPHA:85282,MEHMO syndrome,ORPHA,25,25,0,0,0,0,15,300,50,250,50,0,0,0.001038,0.003324,RANKABLE
ORPHA:3165,Eosinophilic fasciitis,ORPHA,16,16,0,0,0,0,13,120,22,98,22,7,0,0.008772,0.036240,RANKABLE
ORPHA:228302,"Carnitine palmitoyl transferase II deficiency, myopathic form",ORPHA,21,21,0,0,0,0,15,210,66,144,66,2,0,0.001801,0.014996,RANKABLE
ORPHA:3166,Sialuria,ORPHA,36,36,0,0,0,0,17,630,89,541,89,0,0,0.001335,0.009710,RANKABLE
ORPHA:238583,Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,ORPHA,24,24,0,0,0,0,13,276,105,171,105,6,4,0.008308,0.154637,RANKABLE
ORPHA:3168,Sillence syndrome,ORPHA,26,26,0,0,0,0,16,325,225,100,225,0,0,0.001797,0.007050,RANKABLE
ORPHA:228305,"Carnitine palmitoyl transferase II deficiency, severe infantile form",ORPHA,29,29,0,0,0,0,19,406,87,319,87,9,4,0.009382,0.175507,RANKABLE
ORPHA:3169,Sirenomelia,ORPHA,10,10,0,0,0,0,6,45,6,39,6,0,0,0.001045,0.001726,RANKABLE
ORPHA:53693,GRACILE syndrome,ORPHA,10,10,0,0,0,0,6,45,20,25,20,5,1,0.011206,0.131448,RANKABLE
ORPHA:370930,XYLT1-CDG,ORPHA,29,29,0,0,0,0,22,406,114,292,114,0,0,0.001548,0.007110,RANKABLE
ORPHA:228308,"Carnitine palmitoyl transferase II deficiency, neonatal form",ORPHA,43,43,0,0,0,0,31,903,206,697,206,19,6,0.007411,0.175507,RANKABLE
ORPHA:53697,Gnathodiaphyseal dysplasia,ORPHA,7,7,0,0,0,0,4,21,21,0,21,0,0,0.001659,0.002191,RANKABLE
ORPHA:52368,Mohr-Tranebjaerg syndrome,ORPHA,41,41,0,0,0,0,23,820,416,404,416,1,0,0.001241,0.032272,RANKABLE
ORPHA:444099,Autosomal dominant spastic paraplegia type 73,ORPHA,16,16,0,0,0,0,9,120,62,58,62,1,0,0.001865,0.010664,RANKABLE
ORPHA:555874,Congenital tricuspid valve dysplasia,ORPHA,20,20,0,0,0,0,11,190,66,124,66,0,0,0.000937,0.002110,RANKABLE
ORPHA:263534,Acral peeling skin syndrome,ORPHA,12,12,0,0,0,0,11,66,46,20,46,1,0,0.002822,0.040647,RANKABLE
ORPHA:3151,Multiple sclerosis-ichthyosis-factor VIII deficiency syndrome,ORPHA,12,12,0,0,0,0,10,66,15,51,15,1,0,0.003696,0.031532,RANKABLE
ORPHA:3152,Sclerosteosis,ORPHA,14,14,0,0,0,0,11,91,31,60,31,0,0,0.001746,0.002464,RANKABLE
ORPHA:555877,FLNA-related X-linked myxomatous valvular dysplasia,ORPHA,24,24,0,0,0,0,14,276,48,228,48,0,0,0.000731,0.002044,RANKABLE
ORPHA:171851,MEDNIK syndrome,ORPHA,8,8,0,0,0,0,6,28,4,24,4,1,1,0.034137,0.131448,RANKABLE
ORPHA:65681,Vaginal atresia,ORPHA,12,12,0,0,0,0,3,66,39,27,39,0,0,0.001506,0.008990,RANKABLE
ORPHA:65682,Benign recurrent intrahepatic cholestasis,ORPHA,16,16,0,0,0,0,12,120,58,62,58,6,0,0.005121,0.013020,RANKABLE
ORPHA:65683,Isolated focal cortical dysplasia,ORPHA,21,21,0,0,0,0,16,210,210,0,210,0,0,0.001098,0.001696,RANKABLE
ORPHA:65684,Monomelic amyotrophy,ORPHA,10,10,0,0,0,0,9,45,14,31,14,0,0,0.000992,0.002281,RANKABLE
ORPHA:178487,Adult intestinal botulism,ORPHA,9,9,0,0,0,0,7,36,8,28,8,0,0,0.000987,0.001575,RANKABLE
ORPHA:85273,"X-linked intellectual disability, Abidi type",ORPHA,12,12,0,0,0,0,8,66,15,51,15,0,0,0.000580,0.001203,RANKABLE
ORPHA:85274,Syndromic X-linked intellectual disability 7,ORPHA,15,15,0,0,0,0,10,105,12,93,12,0,0,0.001209,0.002645,RANKABLE
ORPHA:85275,Microphthalmia-ankyloblepharon-intellectual disability syndrome,ORPHA,4,4,0,0,0,0,2,6,1,5,1,0,0,0.000358,0.000358,RANKABLE
ORPHA:85276,"X-linked intellectual disability, Armfield type",ORPHA,38,38,0,0,0,0,22,703,147,556,147,0,0,0.000842,0.003756,RANKABLE
ORPHA:178481,Intestinal botulism,ORPHA,12,12,0,0,0,0,10,66,11,55,11,2,0,0.005795,0.027908,RANKABLE
ORPHA:171844,Blindness-scoliosis-arachnodactyly syndrome,ORPHA,11,11,0,0,0,0,9,55,37,18,37,0,0,0.001404,0.002403,RANKABLE
ORPHA:314811,Short stature due to GHSR deficiency,ORPHA,11,11,0,0,0,0,10,55,13,42,13,0,0,0.000937,0.002630,RANKABLE
ORPHA:3156,Senior-Loken syndrome,ORPHA,16,16,0,0,0,0,12,120,18,102,18,0,0,0.001927,0.005999,RANKABLE
ORPHA:3157,Septo-optic dysplasia spectrum,ORPHA,32,32,0,0,0,0,26,496,110,386,110,0,0,0.001131,0.004372,RANKABLE
ORPHA:370943,Autism spectrum disorder-epilepsy-arthrogryposis syndrome,ORPHA,10,10,0,0,0,0,6,45,20,25,20,0,0,0.001313,0.001999,RANKABLE
ORPHA:71493,Familial thrombocytosis,ORPHA,23,23,0,0,0,0,18,253,53,200,53,2,0,0.001857,0.026150,RANKABLE
ORPHA:3260,Idiopathic hypereosinophilic syndrome,ORPHA,78,78,0,0,0,0,60,3003,565,2438,565,130,0,0.006409,0.042788,RANKABLE
ORPHA:3261,Autoimmune lymphoproliferative syndrome,ORPHA,72,72,0,0,0,0,45,2556,1148,1408,1148,649,22,0.021447,0.440631,RANKABLE
ORPHA:83473,Megalencephaly-polymicrogyria-postaxial polydactyly-hydrocephalus syndrome,ORPHA,16,16,0,0,0,0,10,120,25,95,25,0,0,0.000614,0.001955,RANKABLE
ORPHA:217622,Sensorineural deafness with dilated cardiomyopathy,ORPHA,5,5,0,0,0,0,3,10,4,6,4,0,0,0.000444,0.001498,RANKABLE
ORPHA:63862,Schisis association,ORPHA,15,15,0,0,0,0,11,105,23,82,23,1,0,0.002320,0.024187,RANKABLE
ORPHA:49566,Acquired purpura fulminans,ORPHA,25,25,0,0,0,0,13,300,83,217,83,3,0,0.001897,0.035258,RANKABLE
ORPHA:57196,Medial condensing osteitis of the clavicle,ORPHA,5,5,0,0,0,0,3,10,3,7,3,0,0,0.002164,0.002426,RANKABLE
ORPHA:99819,Familial gestational hyperthyroidism,ORPHA,13,13,0,0,0,0,10,78,20,58,20,0,0,0.001087,0.001672,RANKABLE
ORPHA:99812,LIG4 syndrome,ORPHA,35,35,0,0,0,0,27,595,109,486,109,9,0,0.003088,0.031601,RANKABLE
ORPHA:3265,Isolated humero-radial synostosis,ORPHA,11,11,0,0,0,0,9,55,25,30,25,0,0,0.001575,0.002292,RANKABLE
ORPHA:94124,Spinocerebellar ataxia with axonal neuropathy type 1,ORPHA,19,19,0,0,0,0,9,171,83,88,83,0,0,0.001128,0.009253,RANKABLE
ORPHA:95455,Stevens-Johnson syndrome/toxic epidermal necrolysis spectrum,ORPHA,64,64,0,0,0,0,43,2016,319,1697,319,61,0,0.006005,0.099328,RANKABLE
ORPHA:3266,Isolated humero-radio-ulnar synostosis,ORPHA,9,9,0,0,0,0,8,36,16,20,16,0,0,0.001728,0.002117,RANKABLE
ORPHA:36258,Buerger disease,ORPHA,17,17,0,0,0,0,9,136,29,107,29,0,0,0.001385,0.004484,RANKABLE
