disease,name,database,n_raw_terms,n_retained_terms,n_missing_old,n_missing_new,n_obsolete,n_out_of_domain,n_ic_changed,n_pairs,n_informative_pairs,n_root_only_pairs,n_pairs_changed,n_pairs_abs_delta_gt_0.01,n_pairs_abs_delta_gt_0.1,mean_abs_dlin,max_abs_dlin,status
OMIM:619340,Developmental and epileptic encephalopathy 96,OMIM,9,9,0,0,0,0,4,36,15,21,15,0,0,0.001177,0.001483,RANKABLE
OMIM:609153,"Pseudohyperkalemia, familial, 2, due to red cell leak",OMIM,6,6,0,0,0,0,3,15,2,13,2,0,0,0.001228,0.001229,RANKABLE
OMIM:614102,Immunoglobulin kappa light chain deficiency,OMIM,5,5,0,0,0,0,3,10,4,6,4,3,0,0.024163,0.037980,RANKABLE
OMIM:619426,White-Kernohan syndrome,OMIM,45,45,0,0,0,0,14,990,268,722,268,0,0,0.000678,0.009800,RANKABLE
OMIM:610370,"Diarrhea 4, malabsorptive, congenital",OMIM,30,30,0,0,0,0,18,435,209,226,209,17,4,0.007587,0.203011,RANKABLE
OMIM:609621,Short QT syndrome 2,OMIM,6,6,0,0,0,0,3,15,15,0,15,0,0,0.001192,0.001481,RANKABLE
OMIM:212790,Premature centromere division,OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:612567,"Inflammatory bowel disease 25, early onset, autosomal recessive",OMIM,7,7,0,0,0,0,3,21,17,4,17,10,0,0.025775,0.065650,RANKABLE
OMIM:613679,Congenital prothrombin deficiency,OMIM,10,10,0,0,0,0,3,45,45,0,45,0,0,0.000969,0.001053,RANKABLE
OMIM:614116,"Neuropathy, hereditary sensory, type IE",OMIM,16,16,0,0,0,0,12,120,68,52,68,0,0,0.001102,0.009819,RANKABLE
OMIM:612201,"Atrial fibrillation, familial, 6",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000566,0.001837,RANKABLE
OMIM:137580,Gilles de la tourette syndrome,OMIM,8,8,0,0,0,0,5,28,28,0,28,6,0,0.003485,0.014722,RANKABLE
OMIM:619354,"Deafness, cataract, impaired intellectual development, and polyneuropathy",OMIM,14,14,0,0,0,0,4,91,20,71,20,0,0,0.000689,0.001735,RANKABLE
OMIM:117650,Cerebrocostomandibular syndrome,OMIM,47,47,0,0,0,0,22,1081,238,843,238,0,0,0.000952,0.003246,RANKABLE
OMIM:616067,"46,xy sex reversal 9",OMIM,5,5,0,0,0,0,3,10,6,4,6,0,0,0.001377,0.001439,RANKABLE
OMIM:108770,Atrial standstill 1,OMIM,7,7,0,0,0,0,0,21,21,0,21,0,0,0.000603,0.001737,RANKABLE
OMIM:112700,"Brachydactyly, type A3",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001593,0.002333,RANKABLE
OMIM:612229,"Colorectal cancer, susceptibility to, 3",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:614880,Hypogonadotropic hypogonadism 15 with or without anosmia,OMIM,10,10,0,0,0,0,6,45,11,34,11,0,0,0.001092,0.001912,RANKABLE
OMIM:615546,Van maldergem syndrome 2,OMIM,63,63,0,0,0,0,36,1953,448,1505,448,1,0,0.001081,0.014077,RANKABLE
OMIM:116200,"Cataract 1, multiple types",OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.000795,0.000896,RANKABLE
OMIM:607624,"Griscelli syndrome, type 2",OMIM,12,12,0,0,0,0,8,66,16,50,16,5,0,0.008605,0.027189,RANKABLE
OMIM:621185,Houge-Janssens syndrome 4,OMIM,115,115,0,0,0,0,63,6555,1713,4842,1713,4,0,0.001338,0.026281,RANKABLE
OMIM:192100,"Uvula, bifid",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:615220,"Osteogenesis imperfecta, type XV",OMIM,12,12,0,0,0,0,9,66,21,45,21,0,0,0.001298,0.001973,RANKABLE
OMIM:615234,"Anemia, hypochromic microcytic, with iron overload 2",OMIM,15,15,0,0,0,0,10,105,18,87,18,2,1,0.009945,0.131448,RANKABLE
OMIM:268000,Retinitis pigmentosa,OMIM,4,4,0,0,0,0,4,6,6,0,6,0,0,0.001636,0.002620,RANKABLE
OMIM:605027,"Lymphoma, non-hodgkin, familial",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:621191,Leukodystrophy and cerebellar atrophy,OMIM,27,27,0,0,0,0,21,351,143,208,143,0,0,0.001231,0.004372,RANKABLE
OMIM:225100,Ectopia lentis,OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:204870,"Corneal dystrophy, gelatinous drop-like",OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.001062,0.001632,RANKABLE
OMIM:608265,"Deafness, congenital neurosensory, autosomal recessive 39",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:618076,Neurodevelopmental disorder with spasticity and poor growth,OMIM,67,67,0,0,0,0,31,2211,443,1768,443,3,0,0.001185,0.024440,RANKABLE
OMIM:613123,Brugada syndrome 8,OMIM,3,3,0,0,0,0,2,3,3,0,3,0,0,0.001154,0.001169,RANKABLE
OMIM:256850,"Giant axonal neuropathy 1, autosomal recessive",OMIM,31,31,0,0,0,0,24,465,203,262,203,0,0,0.001151,0.004661,RANKABLE
OMIM:221400,"Deafness, nerve type, with mesenteric diverticula of small bowel andprogressive sensory neuropathy",OMIM,7,7,0,0,0,0,6,21,3,18,3,0,0,0.002665,0.003724,RANKABLE
OMIM:615552,"Episodic pain syndrome, familial, 3",OMIM,2,2,0,0,0,0,2,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:191390,Inflammatory bowel disease 11,OMIM,5,5,0,0,0,0,4,10,6,4,6,1,0,0.008058,0.033432,RANKABLE
OMIM:246470,"Leukemia, acute myelocytic, with polyposis coli and colon cancer",OMIM,4,4,0,0,0,0,1,6,3,3,3,0,0,0.001018,0.001364,RANKABLE
OMIM:263800,Gitelman syndrome,OMIM,37,37,0,0,0,0,25,666,79,587,79,0,0,0.001515,0.006106,RANKABLE
OMIM:214450,"Griscelli syndrome, type 1",OMIM,12,12,0,0,0,0,6,66,24,42,24,0,0,0.001298,0.008329,RANKABLE
OMIM:611907,"Episodic ataxia, type 7",OMIM,4,4,0,0,0,0,3,6,1,5,1,0,0,0.001465,0.001465,RANKABLE
OMIM:620502,Neurodevelopmental disorder with language delay and variable cognitive abnormalities,OMIM,19,19,0,0,0,0,13,171,45,126,45,0,0,0.001368,0.004703,RANKABLE
OMIM:619383,"Neurodevelopmental disorder with hypotonia, facial dysmorphism, and brain abnormalities",OMIM,60,60,0,0,0,0,31,1770,388,1382,388,0,0,0.000826,0.004218,RANKABLE
OMIM:613876,"Cardiomyopathy, familial hypertrophic, 20",OMIM,4,4,0,0,0,0,4,6,6,0,6,0,0,0.000601,0.002068,RANKABLE
OMIM:613862,Retinitis pigmentosa 38,OMIM,7,7,0,0,0,0,6,21,21,0,21,0,0,0.001594,0.002551,RANKABLE
OMIM:222690,Dibasic amino aciduria I,OMIM,6,6,0,0,0,0,2,15,6,9,6,0,0,0.000945,0.001056,RANKABLE
OMIM:620270,Neurodevelopmental disorder with absent speech and movement and behavioral abnormalities,OMIM,23,23,0,0,0,0,19,253,83,170,83,0,0,0.001265,0.003974,RANKABLE
OMIM:300425,"Autism susceptibility, X-linked 1",OMIM,12,12,0,0,0,0,6,66,55,11,55,0,0,0.001335,0.004703,RANKABLE
OMIM:618089,Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities,OMIM,122,122,0,0,0,0,57,7381,1963,5418,1963,16,0,0.000961,0.038580,RANKABLE
OMIM:611913,"Chromosome 16p11.2 deletion syndrome, 593-kb",OMIM,10,10,0,0,0,0,7,45,12,33,12,0,0,0.000842,0.001698,RANKABLE
OMIM:621608,Developmental and epileptic encephalopathy 122,OMIM,106,106,0,0,0,0,59,5565,1870,3695,1870,30,0,0.001302,0.019513,RANKABLE
OMIM:127750,"Dementia, lewy body",OMIM,6,6,0,0,0,0,4,15,15,0,15,0,0,0.001026,0.001567,RANKABLE
OMIM:107480,Townes-Brocks syndrome 1,OMIM,56,56,0,0,0,0,29,1540,273,1267,273,0,0,0.001398,0.009800,RANKABLE
OMIM:617392,"Ectodermal dysplasia 13, Hair/tooth type",OMIM,11,11,0,0,0,0,5,55,35,20,35,0,0,0.000509,0.001267,RANKABLE
OMIM:301075,"Myopathy, distal, 7, adult-onset, X-linked",OMIM,15,15,0,0,0,0,8,105,56,49,56,0,0,0.001076,0.009723,RANKABLE
OMIM:122600,Spondylocostal dysostosis 5,OMIM,13,13,0,0,0,0,7,78,56,22,56,0,0,0.001245,0.008535,RANKABLE
OMIM:207410,Antley-Bixler syndrome without genital anomalies or disordered steroidogenesis,OMIM,31,31,0,0,0,0,16,465,153,312,153,0,0,0.001298,0.002183,RANKABLE
OMIM:609812,"Maturity-Onset diabetes of the young, type 8, with exocrine dysfunction",OMIM,5,5,0,0,0,0,2,10,2,8,2,0,0,0.002261,0.003724,RANKABLE
OMIM:126300,DISTICHIASIS,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:611091,"Intellectual developmental disorder, autosomal recessive 5",OMIM,49,49,0,0,0,0,23,1176,238,938,238,0,0,0.000952,0.004703,RANKABLE
OMIM:621152,Neurodevelopmental disorder with white matter abnormalities and gait disturbance,OMIM,42,42,0,0,0,0,28,861,311,550,311,0,0,0.001271,0.004703,RANKABLE
OMIM:300419,"Intellectual developmental disorder, X-linked 29",OMIM,12,12,0,0,0,0,6,66,10,56,10,0,0,0.000935,0.001694,RANKABLE
OMIM:613686,"Spondylocostal dysostosis 4, autosomal recessive",OMIM,29,29,0,0,0,0,16,406,91,315,91,0,0,0.000948,0.001541,RANKABLE
OMIM:303110,Xq21 deletion syndrome,OMIM,13,13,0,0,0,0,10,78,19,59,19,0,0,0.001413,0.004372,RANKABLE
OMIM:258100,Oguchi disease 1,OMIM,2,2,0,0,0,0,0,1,1,0,1,1,1,0.138943,0.138943,RANKABLE
OMIM:614857,"Methylmalonic aciduria and homocystinuria, Cblj type",OMIM,35,35,0,0,0,0,18,595,73,522,73,15,9,0.028203,0.446972,RANKABLE
OMIM:211500,"Bulbar palsy, progressive, of childhood",OMIM,7,7,0,0,0,0,4,21,8,13,8,0,0,0.001285,0.001520,RANKABLE
OMIM:615591,"Macular degeneration, age-related, 15, susceptibility to",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:616098,Immunodeficiency 37,OMIM,8,8,0,0,0,0,7,28,18,10,18,16,1,0.031859,0.130777,RANKABLE
OMIM:616517,Achromatopsia 7,OMIM,8,8,0,0,0,0,3,28,28,0,28,0,0,0.001235,0.002469,RANKABLE
OMIM:108200,Arthrogryposis-Like hand anomaly and sensorineural deafness,OMIM,3,3,0,0,0,0,1,3,1,2,1,0,0,0.000456,0.000456,RANKABLE
OMIM:617609,"Nephrotic syndrome, type 15",OMIM,5,5,0,0,0,0,1,10,7,3,7,0,0,0.002188,0.004159,RANKABLE
OMIM:614300,Hypermethioninemia due to adenosine kinase deficiency,OMIM,30,30,0,0,0,0,16,435,72,363,72,8,0,0.002631,0.013247,RANKABLE
OMIM:602562,Mandibulofacial dysostosis with macroblepharon and macrostomia,OMIM,24,24,0,0,0,0,9,276,148,128,148,2,0,0.001072,0.035641,RANKABLE
OMIM:145300,"Hypersensitivity pneumonitis, familial",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:113620,Branchiooculofacial syndrome,OMIM,76,76,0,0,0,0,41,2850,553,2297,553,0,0,0.000874,0.009800,RANKABLE
OMIM:142309,Hemoglobin-Variants for which the chain carrying the mutation isunknown or uncertain,OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.000937,0.000937,RANKABLE
OMIM:613309,Diamond-Blackfan anemia 10,OMIM,26,26,0,0,0,0,18,325,51,274,51,0,0,0.000682,0.001826,RANKABLE
OMIM:188400,Digeorge syndrome,OMIM,75,75,0,0,0,0,43,2775,335,2440,335,54,0,0.005789,0.045521,RANKABLE
OMIM:610600,"Hypoaldosteronism, congenital, due to CMO II deficiency",OMIM,11,11,0,0,0,0,4,55,13,42,13,0,0,0.001788,0.002510,RANKABLE
OMIM:616271,"3-Methylglutaconic aciduria with cataracts, neurologic involvement, and neutropenia",OMIM,51,51,0,0,0,0,39,1275,258,1017,258,16,0,0.002420,0.032294,RANKABLE
OMIM:619142,Cardioacrofacial dysplasia 1,OMIM,15,15,0,0,0,0,8,105,39,66,39,0,0,0.000818,0.002487,RANKABLE
OMIM:618248,"Mitochondrial complex I deficiency, nuclear type 27",OMIM,9,9,0,0,0,0,6,36,8,28,8,0,0,0.001757,0.004372,RANKABLE
OMIM:158345,Multiple exostoses with spastic tetraparesis,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001647,0.001647,RANKABLE
OMIM:205950,"Anemia, sideroblastic, 2, pyridoxine-refractory",OMIM,6,6,0,0,0,0,2,15,7,8,7,1,1,0.019245,0.131448,RANKABLE
OMIM:616265,Peeling skin syndrome 3,OMIM,4,4,0,0,0,0,3,6,6,0,6,0,0,0.001700,0.002333,RANKABLE
OMIM:257970,Oculorenocerebellar syndrome,OMIM,7,7,0,0,0,0,5,21,4,17,4,0,0,0.001196,0.001531,RANKABLE
OMIM:616503,Lethal congenital contracture syndrome 9,OMIM,32,32,0,0,0,0,13,496,160,336,160,0,0,0.001264,0.002666,RANKABLE
OMIM:619630,Immunodeficiency 88,OMIM,3,3,0,0,0,0,2,3,3,0,3,3,0,0.029084,0.032790,RANKABLE
OMIM:600361,Hereditary motor and sensory neuropathy V,OMIM,18,18,0,0,0,0,12,153,67,86,67,0,0,0.001394,0.003252,RANKABLE
OMIM:250951,"3-@methylglutaconic aciduria, type IV",OMIM,12,12,0,0,0,0,8,66,9,57,9,0,0,0.000903,0.001600,RANKABLE
OMIM:613453,"Deafness, autosomal recessive 91",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:605231,Bardet-Biedl syndrome 6,OMIM,11,11,0,0,0,0,10,55,8,47,8,0,0,0.001283,0.002289,RANKABLE
OMIM:615022,"Ichthyosis, congenital, autosomal recessive 7",OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.001426,0.001930,RANKABLE
OMIM:621387,Spermatogenic failure 102 ,OMIM,7,7,0,0,0,0,0,21,21,0,21,0,0,0.001045,0.001455,RANKABLE
OMIM:273150,"Testes, rudimentary",OMIM,3,3,0,0,0,0,1,3,3,0,3,0,0,0.001072,0.001506,RANKABLE
OMIM:253280,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 3",OMIM,49,49,0,0,0,0,31,1176,390,786,390,0,0,0.001136,0.004065,RANKABLE
OMIM:300814,"Nystagmus 6, congenital, X-linked",OMIM,6,6,0,0,0,0,5,15,15,0,15,0,0,0.001196,0.002504,RANKABLE
OMIM:607426,"Coenzyme Q10 deficiency, primary, 1",OMIM,40,40,0,0,0,0,30,780,190,590,190,3,0,0.001777,0.026620,RANKABLE
OMIM:618506,Coffin-Siris syndrome 10,OMIM,25,25,0,0,0,0,12,300,86,214,86,0,0,0.000935,0.004703,RANKABLE
OMIM:617635,"Intellectual developmental disorder, autosomal dominant 47",OMIM,25,25,0,0,0,0,15,300,53,247,53,1,0,0.001532,0.024440,RANKABLE
OMIM:620099,Cleidocranial dysplasia 2,OMIM,22,22,0,0,0,0,13,231,114,117,114,0,0,0.001421,0.002368,RANKABLE
OMIM:617153,"Epileptic encephalopathy, early infantile, 45",OMIM,9,9,0,0,0,0,6,36,21,15,21,3,0,0.004397,0.017948,RANKABLE
OMIM:176090,"Porphyria cutanea tarda, type I",OMIM,7,7,0,0,0,0,6,21,6,15,6,0,0,0.001012,0.001660,RANKABLE
OMIM:615744,Developmental and epileptic encephalopathy 19,OMIM,32,32,0,0,0,0,26,496,354,142,354,19,0,0.001980,0.018026,RANKABLE
OMIM:277450,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 1",OMIM,17,17,0,0,0,0,8,136,82,54,82,0,0,0.000879,0.002348,RANKABLE
OMIM:142335,FETAL HEMOGLOBIN QUANTITATIVE TRAIT LOCUS 5,OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:615750,Moyamoya disease 6 with achalasia,OMIM,12,12,0,0,0,0,6,66,25,41,25,0,0,0.000645,0.001619,RANKABLE
OMIM:605543,Parkinson disease 4,OMIM,8,8,0,0,0,0,6,28,21,7,21,0,0,0.000851,0.001553,RANKABLE
OMIM:615988,Bardet-Biedl syndrome 11,OMIM,5,5,0,0,0,0,5,10,1,9,1,0,0,0.000415,0.000415,RANKABLE
OMIM:144750,"Hyperostosis, endosteal",OMIM,13,13,0,0,0,0,7,78,25,53,25,0,0,0.001565,0.002461,RANKABLE
OMIM:610628,Hypogonadotropic hypogonadism 4 with or without anosmia,OMIM,14,14,0,0,0,0,8,91,23,68,23,0,0,0.001294,0.002778,RANKABLE
OMIM:109650,Behcet syndrome,OMIM,15,15,0,0,0,0,4,105,16,89,16,6,0,0.010019,0.031757,RANKABLE
OMIM:621393,Neurodevelopmental disorder with structural brain abnormalities and craniofacial abnormalities,OMIM,39,39,0,0,0,0,24,741,240,501,240,0,0,0.001273,0.005913,RANKABLE
OMIM:607432,Lissencephaly 1,OMIM,16,16,0,0,0,0,11,120,107,13,107,0,0,0.001095,0.004372,RANKABLE
OMIM:618512,O'donnell-Luria-Rodan syndrome,OMIM,27,27,0,0,0,0,17,351,99,252,99,0,0,0.001029,0.003809,RANKABLE
OMIM:614328,"Inflammatory skin and bowel disease, neonatal, 1",OMIM,13,13,0,0,0,0,8,78,23,55,23,6,0,0.010571,0.042182,RANKABLE
OMIM:261540,Peters-plus syndrome,OMIM,97,97,0,0,0,0,56,4656,877,3779,877,0,0,0.001169,0.008019,RANKABLE
OMIM:112270,"Bone pain, periodic",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:175200,Peutz-Jeghers syndrome,OMIM,25,25,0,0,0,0,15,300,85,215,85,5,0,0.003285,0.025013,RANKABLE
OMIM:620066,"Neurodevelopmental disorder with microcephaly, cerebral atrophy, and visual impairment",OMIM,36,36,0,0,0,0,22,630,190,440,190,0,0,0.001182,0.007712,RANKABLE
OMIM:300633,"Hypospadias 1, X-linked",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:620700,"Intellectual developmental disorder, autosomal recessive 81",OMIM,54,54,0,0,0,0,30,1431,383,1048,383,10,0,0.001785,0.025921,RANKABLE
OMIM:300155,Retinitis pigmentosa 24,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.009777,0.009777,RANKABLE
OMIM:615963,Vesicoureteral reflux 8,OMIM,4,4,0,0,0,0,3,6,3,3,3,0,0,0.000944,0.001237,RANKABLE
OMIM:620714,"Deafness, autosomal recessive 122",OMIM,1,1,0,0,0,0,1,0,0,0,0,0,0,,,TERM_ONLY
OMIM:620072,Diamond-Blackfan anemia 21,OMIM,37,37,0,0,0,0,13,666,149,517,149,0,0,0.001385,0.002155,RANKABLE
OMIM:302030,Calvarial hyperostosis,OMIM,5,5,0,0,0,0,0,10,10,0,10,0,0,0.000622,0.001098,RANKABLE
OMIM:610199,"Diabetes mellitus, neonatal, with congenital hypothyroidism",OMIM,37,37,0,0,0,0,16,666,109,557,109,14,0,0.005727,0.035379,RANKABLE
OMIM:619803,Spermatogenic failure 67,OMIM,2,2,0,0,0,0,0,1,1,0,1,0,0,0.001455,0.001455,RANKABLE
OMIM:621344,Dursun-Ozgul neurodevelopmental syndrome,OMIM,115,115,0,0,0,0,65,6555,1927,4628,1927,41,0,0.001552,0.041349,RANKABLE
OMIM:612956,"Ventricular fibrillation, paroxysmal familial, 2",OMIM,3,3,0,0,0,0,1,3,3,0,3,1,0,0.006635,0.010401,RANKABLE
OMIM:613490,Alpha-1-Antitrypsin deficiency,OMIM,16,16,0,0,0,0,6,120,48,72,48,2,1,0.007742,0.255090,RANKABLE
OMIM:614499,"Intellectual developmental disorder, autosomal recessive 34, with variant lissencephaly",OMIM,8,8,0,0,0,0,8,28,21,7,21,0,0,0.001144,0.004703,RANKABLE
OMIM:258470,Ophthalmoplegic neuromuscular disorder with abnormal mitochondria,OMIM,5,5,0,0,0,0,4,10,2,8,2,0,0,0.000216,0.000380,RANKABLE
OMIM:605594,"Deafness, autosomal dominant 39, with dentinogenesis imperfecta 1",OMIM,4,4,0,0,0,0,2,6,3,3,3,0,0,0.000852,0.000853,RANKABLE
OMIM:230900,"Gaucher disease, type II",OMIM,29,29,0,0,0,0,23,406,77,329,77,10,0,0.004287,0.049150,RANKABLE
OMIM:617190,Shashi-Pena syndrome,OMIM,44,44,0,0,0,0,27,946,157,789,157,0,0,0.001077,0.004703,RANKABLE
OMIM:311070,"Charcot-Marie-Tooth disease, X-linked recessive, 5",OMIM,16,16,0,0,0,0,12,120,27,93,27,0,0,0.001105,0.002691,RANKABLE
OMIM:621436,"Microcephaly, progressive, with simplified gyral pattern and cerebellar hypoplasia",OMIM,52,52,0,0,0,0,32,1326,383,943,383,1,0,0.001135,0.023783,RANKABLE
OMIM:617184,"Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type), autosomal dominant",OMIM,13,13,0,0,0,0,9,78,30,48,30,0,0,0.001639,0.002776,RANKABLE
OMIM:620728,Ullrich congenital muscular dystrophy 1C,OMIM,14,14,0,0,0,0,9,91,67,24,67,0,0,0.001206,0.001984,RANKABLE
OMIM:218040,Costello syndrome,OMIM,72,72,0,0,0,0,43,2556,324,2232,324,0,0,0.000940,0.004372,RANKABLE
OMIM:187900,"Bleeding disorder, platelet-type, 17",OMIM,16,16,0,0,0,0,6,120,120,0,120,0,0,0.000924,0.001053,RANKABLE
OMIM:226810,"Celiac disease, epilepsy and cerebral calcification syndrome",OMIM,1,1,0,0,0,0,0,0,0,0,0,0,0,,,TERM_ONLY
OMIM:619817,"Epidermolysis bullosa, junctional 6, with pyloric atresia",OMIM,9,9,0,0,0,0,4,36,16,20,16,0,0,0.001311,0.001821,RANKABLE
OMIM:619988,"Intellectual developmental disorder, autosomal recessive 77",OMIM,9,9,0,0,0,0,7,36,10,26,10,0,0,0.001715,0.004372,RANKABLE
OMIM:608885,Stomatin-deficient cryohydrocytosis with neurologic defects,OMIM,29,29,0,0,0,0,19,406,96,310,96,1,1,0.002732,0.131448,RANKABLE
OMIM:619750,Immunodeficiency 94 with autoinflammation and dysmorphic facies,OMIM,29,29,0,0,0,0,14,406,71,335,71,9,0,0.005326,0.054313,RANKABLE
DECIPHER:16,22q11 deletion syndrome (Velocardiofacial / DiGeorge syndrome),DECIPHER,5,5,0,0,0,0,3,10,0,10,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:105650,Diamond-Blackfan anemia 1,OMIM,55,55,0,0,0,0,32,1485,308,1177,308,0,0,0.001201,0.007540,RANKABLE
OMIM:185050,Storage pool platelet disease,OMIM,5,5,0,0,0,0,3,10,10,0,10,0,0,0.000900,0.000954,RANKABLE
OMIM:619036,"Myopathy, epilepsy, and progressive cerebral atrophy",OMIM,23,23,0,0,0,0,9,253,57,196,57,0,0,0.001125,0.002035,RANKABLE
OMIM:607208,"Epileptic encephalopathy, early infantile, 6 (Dravet syndrome)",OMIM,23,23,0,0,0,0,18,253,231,22,231,17,0,0.002310,0.019268,RANKABLE
OMIM:272460,Spondylocarpotarsal synostosis syndrome,OMIM,44,44,0,0,0,0,22,946,459,487,459,0,0,0.001466,0.002644,RANKABLE
OMIM:618328,"Epileptic encephalopathy, early infantile, 71",OMIM,10,10,0,0,0,0,5,45,18,27,18,0,0,0.000877,0.001650,RANKABLE
OMIM:616311,"Intellectual developmental disorder, autosomal dominant 33",OMIM,9,9,0,0,0,0,8,36,8,28,8,0,0,0.001188,0.001806,RANKABLE
OMIM:188560,Thyroid hormone plasma membrane transport defect,OMIM,2,2,0,0,0,0,1,1,1,0,1,0,0,0.001005,0.001005,RANKABLE
OMIM:604715,Orthostatic intolerance,OMIM,2,2,0,0,0,0,0,1,0,1,0,0,0,,,NO_INFORMATIVE_PAIRS
OMIM:145260,"Pseudohypoaldosteronism, type II",OMIM,5,5,0,0,0,0,2,10,1,9,1,0,0,0.002137,0.002137,RANKABLE
OMIM:617769,Spinocerebellar ataxia 45,OMIM,5,5,0,0,0,0,3,10,6,4,6,0,0,0.000975,0.001513,RANKABLE
OMIM:608649,Ichthyosis prematurity syndrome,OMIM,15,15,0,0,0,0,8,105,47,58,47,4,0,0.004032,0.036242,RANKABLE
OMIM:610006,2-Methylbutyryl-Coa dehydrogenase deficiency,OMIM,12,12,0,0,0,0,10,66,16,50,16,0,0,0.001273,0.002283,RANKABLE
OMIM:606664,GLYCINE N-METHYLTRANSFERASE DEFICIENCY,OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.002218,0.002218,RANKABLE
OMIM:615156,"Progressive external ophthalmoplegia with mitochondrial DNA deletions,autosomal dominant, 6",OMIM,25,25,0,0,0,0,14,300,57,243,57,0,0,0.000949,0.002218,RANKABLE
OMIM:209950,"Immunodeficiency 27A, mycobacteriosis, AR",OMIM,24,24,0,0,0,0,14,276,93,183,93,56,0,0.017631,0.042104,RANKABLE
OMIM:112310,Boomerang dysplasia,OMIM,7,7,0,0,0,0,1,21,6,15,6,0,0,0.001358,0.001925,RANKABLE
OMIM:233400,Perrault syndrome 1,OMIM,23,23,0,0,0,0,17,253,72,181,72,0,0,0.001166,0.003974,RANKABLE
OMIM:300960,Mend syndrome,OMIM,45,45,0,0,0,0,23,990,219,771,219,0,0,0.001222,0.004372,RANKABLE
OMIM:616339,"Epileptic encephalopathy, early infantile, 29",OMIM,20,20,0,0,0,0,15,190,90,100,90,0,0,0.001115,0.001930,RANKABLE
OMIM:621595,"Cardiomopathy, dilated, 2N",OMIM,31,31,0,0,0,0,12,465,301,164,301,25,0,0.002732,0.040244,RANKABLE
OMIM:109730,Aortic valve disease 1,OMIM,8,8,0,0,0,0,6,28,28,0,28,0,0,0.000963,0.002617,RANKABLE
OMIM:265120,"Surfactant metabolism dysfunction, pulmonary, 1",OMIM,15,15,0,0,0,0,10,105,66,39,66,0,0,0.001354,0.005670,RANKABLE
OMIM:618314,"Hypomagnesemia, seizures, and impaired intellectual development 2",OMIM,13,13,0,0,0,0,9,78,32,46,32,0,0,0.001619,0.006106,RANKABLE
OMIM:617027,"Hyperaldosteronism, familial, type IV",OMIM,3,3,0,0,0,0,2,3,1,2,1,0,0,0.000490,0.000490,RANKABLE
OMIM:228020,"Fascial dystrophy, congenital",OMIM,5,5,0,0,0,0,5,10,3,7,3,0,0,0.002226,0.002905,RANKABLE
OMIM:615630,Short-Rib thoracic dysplasia 10 with or without polydactyly,OMIM,30,30,0,0,0,0,25,435,72,363,72,3,0,0.002184,0.017823,RANKABLE
OMIM:613255,"Cardiomyopathy, familial hypertrophic, 15",OMIM,10,10,0,0,0,0,3,45,37,8,37,0,0,0.000913,0.005894,RANKABLE
OMIM:180100,Retinitis pigmentosa 1,OMIM,10,10,0,0,0,0,7,45,45,0,45,0,0,0.001338,0.002551,RANKABLE
OMIM:104200,"Alport syndrome 3, autosomal dominant",OMIM,19,19,0,0,0,0,16,171,66,105,66,1,1,0.003809,0.162285,RANKABLE
OMIM:610984,Complement factor I deficiency,OMIM,17,17,0,0,0,0,9,136,95,41,95,80,6,0.033673,0.181773,RANKABLE
